"REPO_URL","TASK_ID","#HASHES","HASHES","#PROD_FILES","#TEST_FILES","LAST","MERGE","BASE"
"https://github.com/FluentLenium/FluentLenium.git","170","6","[e9da2c7a93a400b8a574ce12f96b753348c9f70e, b79242126657bb9bfd371ec5177e8f6c49de8604, 592d8985ecdfbf1c06e238a052d8d43a81cf15ef, df0d2f8fbc8e79ef04f9b70ce175469499bd9ecb, 8b0a8658eb579f5c3e882da0d90fa4381de8d3af, 0d6b09813186a84eb1626aeba56e6419e04aa647]","62","11","e9da2c7a93a400b8a574ce12f96b753348c9f70e","42c647a83e335a1c8b5f214ce4eab04a3304f95b","196268a958215ad9e68f911efb8429f97f3a7f41"
"https://github.com/FluentLenium/FluentLenium.git","194","1","[c82f0d340d4c4a868015e8e5e602e1706d3f09e5]","43","4","c82f0d340d4c4a868015e8e5e602e1706d3f09e5","3a371e66f162368eb2d8fc868e037fa70ddb29b3","d076cf17924e9e06c62797693a60d4615323f29e"
"https://github.com/FluentLenium/FluentLenium.git","195","7","[99360d2ca3957f441da32bd93a00713e4dc1ff89, b68f8e8b32cd59057ae836e2603ddca884b84df3, 2b8c178e2d03d25164f1d7729178c33c916725df, 9a938bde7a99327bd922e2779b9ea5cc3d6caf8c, 3390c98c249b4f4b8fed712f2ff1156a07bb7336, bbbb3706448d3e839c0db99f787e9de48bf7d8e8, 1f9e2b90a08f04130218bbc2081055e27c716ece]","92","15","99360d2ca3957f441da32bd93a00713e4dc1ff89","3a371e66f162368eb2d8fc868e037fa70ddb29b3","d076cf17924e9e06c62797693a60d4615323f29e"
"https://github.com/FluentLenium/FluentLenium.git","196","1","[7ed504881c5e2b12c4ad75e705a1c14fcc13cf74]","12","1","7ed504881c5e2b12c4ad75e705a1c14fcc13cf74","ca70b62cd3689169d11414cfa53d107de14e5b82","22523f0f3d5d870bbffe556e6672e9a015bd0e0a"
"https://github.com/FluentLenium/FluentLenium.git","198","8","[22523f0f3d5d870bbffe556e6672e9a015bd0e0a, 88ee247b68dccdbbea471c92d662ad2cad4dd970, 54a9085a313bd90a3e2d491233088ed44c0c2f93, cb91d925ab72e88ae77f08960430bae0e6abfc2e, 0d96cf51c330e028e406d747721f000009aa95ad, e56611d7cc52baad583fbd46ce83f0c7e19f4eef, 9852ae73f834f05283124089f695843ce478da06, cc92fd7590e04d39d2f1075d62f9347fa9cd3f22]","60","5","22523f0f3d5d870bbffe556e6672e9a015bd0e0a","c9b63276c78e8b45b4b9d1525c838cebbe660916","77bcdc72b6b7ed30c54e6363a0afdb914fa8d49a"
"https://github.com/FluentLenium/FluentLenium.git","208","4","[e0614baafedb677fe646ca82dbe74764207a9c9e, e534e2061ada399e61f79aaa013e49082fb12407, fff9de771629278ce0c24c5ff604a64d1749eadb, 290573850f8af184bf89686293f1577dfa4c4efb]","29","9","e0614baafedb677fe646ca82dbe74764207a9c9e","d590d694e15617ec572c629dfa35e947dd4302de","18a55a8a7ed034424bb597941d75c8d7c60ffd74"
"https://github.com/FluentLenium/FluentLenium.git","224","1","[cf48b542415bf198f6bd1bd5fc85bae98707cc66]","5","1","cf48b542415bf198f6bd1bd5fc85bae98707cc66","27eaf83f4cfaf8ea31f412b5e210a73e4ab7b1f3","0f70e92abd34e164fe27517e579854143b4cca4a"
